,NCODER_ID,X,UserName,Condition,CONFIDENCE.Pre,CONFIDENCE.Post,CONFIDENCE.Change,C.Level.Pre,NewC.Change,C.Change,Timestamp,ActivityNumber,GroupName,GameHalf,GameDay,text,Hydraulic_c,Technical.Constraints_c,Performance.Parameters_c,PAM_c,Pneumatic_c,Client.and.Consultant.Requests_c,Electric_c,SE_c,null_c,total_after
1437,1437,1437,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:47,12,3,Second,31,There needs to be a balance of attributes so that all the minimums are met and as many higher recommendations are met as possible.,0,0,0,0,0,0,0,0,1,1
1438,1438,1438,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:47,12,3,Second,31,No,0,0,0,0,0,0,0,0,1,1
1439,1439,1439,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:47,12,3,Second,31,Do the new prototypes all have to use the same actuators?,0,0,0,0,0,0,0,0,1,1
1440,1440,1440,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:48,12,3,Second,31,Do we want to focus on all the categories as much as possible or are we going to choose specific categories to focus on for different designs?,0,0,0,0,0,0,0,0,1,1
1441,1441,1441,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,3,Second,31,"One of the prototypes I would recommend has a Payload of 644N, Agility of 185 degrees/sec, recharge interval of 6.98 hours, cost of $13,160, and safety of 216. Does anyone else want to share one of their most recommended prototypes?",0,0,1,0,0,0,0,0,0,1
1442,1442,1442,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,3,Second,31,It sounded like we all really needed a higher payload so that should definitely be something we pay closer attention to.,0,0,1,0,0,0,0,0,0,1
1443,1443,1443,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,3,Second,31,"I think we should try all-around designs. These are our final prototypes, so there's not much room for experimenting.",0,0,0,0,0,0,0,0,1,1
1444,1444,1444,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:49,12,3,Second,31,"I think we should try all-around designs. These are our final prototypes, so there's not much room for experimenting.",0,0,0,0,0,0,0,0,1,1
1445,1445,1445,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,3,Second,31,"One of mine had a payload of 636 N, agility of 158 degrees/second, recharge interval of 7.3 hours, cost of $12,395, and RPN 198. To increase the agility (and payload a bit) and lower the recharge we could just bump up the ROM.",0,1,0,0,0,0,0,0,0,1
1446,1446,1446,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,3,Second,31,It wasn't a team prototype but for some reason it got evaluated.,0,0,0,0,0,0,0,0,1,1
1447,1447,1447,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,3,Second,31,"One of mine had a payload of 636 N, agility of 158 degrees/second, recharge interval of 7.3 hours, cost of $12,395, and RPN 198. To increase the agility (and payload a bit) and lower the recharge we could just bump up the ROM.",0,0,1,0,0,0,0,0,0,1
1448,1448,1448,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:51,12,3,Second,31,It wasn't a team prototype but for some reason it got evaluated.,0,0,0,0,0,0,0,0,1,1
1449,1449,1449,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:52,12,3,Second,31,"My recommended one has a payload of 876, agility of 218, recharge interval 6.58, cost $13,280, and RPN of 192.",0,0,1,0,0,0,0,0,0,1
1450,1450,1450,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:53,12,3,Second,31,"Payload 440N, 233 agility, 7.6 recharge, $13,775, and 179 for safety",0,0,1,0,0,0,0,0,0,1
1451,1451,1451,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:53,12,3,Second,31,"One of our better designs had a payload of 638 N, agility of 290 deg/sec, recharge interval of 5.35 hours, cost of 13,925 and safety rating of 178",0,0,1,0,0,0,0,0,0,1
1452,1452,1452,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:54,12,3,Second,31,@Maggie: That one sounds amazing!,0,0,0,0,0,0,0,0,1,1
1453,1453,1453,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:54,12,3,Second,31,@Maggie: That one sounds amazing!,0,0,0,0,0,0,0,0,1,1
1454,1454,1454,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:54,12,3,Second,31,"Fletcher and Amelia, do you have prototypes that at least meet all of the minimum specifications?",0,0,0,0,0,0,0,0,1,1
1455,1455,1455,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:55,12,3,Second,31,I agree that one has a very good all around combination,0,0,0,0,0,0,0,0,1,1
1456,1456,1456,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:56,12,3,Second,31,Yeah but its agility level is on the low side,0,0,1,0,0,0,0,0,0,1
1457,1457,1457,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,"Nah, that agility is between the two recommended amounts, and much above the minimum value.",0,0,1,0,0,0,0,0,0,1
1458,1458,1458,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,@Amalia: Do you think increasing the ROM on yours would help bring down the recharge and bring up the payload?,0,0,1,0,0,0,0,0,0,1
1459,1459,1459,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,"Nah, that agility is between the two recommended amounts, and much above the minimum value.",0,0,1,0,0,0,0,0,0,1
1460,1460,1460,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,@Amalia: Do you think increasing the ROM on yours would help bring down the recharge and bring up the payload?,0,0,1,0,0,0,0,0,0,1
1461,1461,1461,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,I agree and it is still above 200 degrees/sec,0,0,0,0,0,0,0,0,1,1
1462,1462,1462,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,Well there are ones with much higher agility but they have a lover recharge interval and higher cost.,0,0,1,0,0,0,0,0,0,1
1463,1463,1463,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:57,12,3,Second,31,*lower,0,0,0,0,0,0,0,0,1,1
1464,1464,1464,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:58,12,3,Second,31,I'm pretty sure it would....all our prototypes had really low payloads (about 496 and below) but really high recharges (6.5 +),0,0,1,0,0,0,0,0,0,1
1465,1465,1465,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,3,Second,31,So Maggie's and a higher-ROM Amalia's might be good options to try. What else might be good to try?,0,1,0,0,0,0,0,0,0,1
1466,1466,1466,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,3,Second,31,So Maggie's and a higher-ROM Amalia's might be good options to try. What else might be good to try?,0,1,0,0,0,0,0,0,0,1
1467,1467,1467,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 9:59,12,3,Second,31,We need to have a minimum of a 528N Payload,0,0,1,0,0,0,0,0,0,1
1468,1468,1468,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,3,Second,31,Brandon's should be good to test as well.,0,0,0,0,0,0,0,0,1,1
1469,1469,1469,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,3,Second,31,"@Margaret: I think with Maggie's prototype, yours with a higher ROM and, mine we have 3 good prototypes",0,1,0,0,0,0,0,0,0,1
1470,1470,1470,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,3,Second,31,Well the design I suggested earlier meets all the minimum specifications but the only thing that is lower is the recharge interval but this is due to the series elastic actuator,0,0,1,0,0,0,0,0,0,1
1471,1471,1471,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:01,12,3,Second,31,What's the minimum agility we need to meet? Because I like Brandon's but the agility is low.,0,0,1,0,0,0,0,0,0,1
1472,1472,1472,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:02,12,3,Second,31,So do we want to double on some other peoples actuators?,0,0,0,0,0,0,0,0,1,1
1473,1473,1473,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,3,Second,31,"The one I actually got results for was Steel/PFC/Electric/Piezoelectric/ROM1, I think if we test it again it should have higher ROM (4?, 6 seems too high based on another prototype with ROM 6 I had).",0,1,0,0,0,0,0,0,0,1
1474,1474,1474,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:03,12,3,Second,31,"The one I actually got results for was Steel/PFC/Electric/Piezoelectric/ROM1, I think if we test it again it should have higher ROM (4?, 6 seems too high based on another prototype with ROM 6 I had).",0,1,0,0,0,0,0,0,0,1
1475,1475,1475,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:04,12,3,Second,31,"So far I think we should test Brandons with ROM4, Maggies, and mine, but what about the other two?  We need to meet min specifications for everything",0,0,0,0,0,0,0,0,1,1
1476,1476,1476,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:04,12,3,Second,31,We should try to create designs that are balanced through out the categories but each design should still be some what different in its specifications,0,0,0,0,0,0,0,0,1,1
1477,1477,1477,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:05,12,3,Second,31,@Carl: Amalia's with higher ROM (it definitely DOES increase payload).,0,0,1,0,0,0,0,0,0,1
1478,1478,1478,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:05,12,3,Second,31,@Carl: Amalia's with higher ROM (it definitely DOES increase payload).,0,0,1,0,0,0,0,0,0,1
1479,1479,1479,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:05,12,3,Second,31,Amalia's with higher rom?,0,1,0,0,0,0,0,0,0,1
1480,1480,1480,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:06,12,3,Second,31,"Yeah, we used a ROM3 for it so boosting it up will be a higher payload",0,0,1,0,0,0,0,0,0,1
1481,1481,1481,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:06,12,3,Second,31,"Amalia, are you confident that a higher ROM will get you within the desired range of Payload?",0,1,0,0,0,0,0,0,0,1
1482,1482,1482,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,440N,0,0,0,0,0,0,0,0,1,1
1483,1483,1483,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,We also didn't use steel...so that boosts it too,0,1,0,0,0,0,0,0,0,1
1484,1484,1484,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,Just increasing the ROM from 4 to 6 and changing the material to steel boosted the payload by 250 N between two of my prototypes.,0,0,1,0,0,0,0,0,0,1
1485,1485,1485,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,Just increasing the ROM from 4 to 6 and changing the material to steel boosted the payload by 250 N between two of my prototypes.,0,1,0,0,0,0,0,0,0,1
1486,1486,1486,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,"Ok, so what about our 5th prototype?",0,0,0,0,0,0,0,0,1,1
1487,1487,1487,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:07,12,3,Second,31,What was Amalia's payload level?,0,0,1,0,0,0,0,0,0,1
1488,1488,1488,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:08,12,3,Second,31,7.60 hours,0,0,1,0,0,0,0,0,0,1
1489,1489,1489,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:08,12,3,Second,31,A combination of steel and higher ROM might be horrible for the recharge though. What was your recharge at?,0,0,1,0,0,0,0,0,0,1
1490,1490,1490,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:08,12,3,Second,31,A combination of steel and higher ROM might be horrible for the recharge though. What was your recharge at?,0,1,0,0,0,0,0,0,0,1
1491,1491,1491,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:08,12,3,Second,31,Why don't we just increase the ROM and leave the material the same for Amalia's,0,1,0,0,0,0,0,0,0,1
1492,1492,1492,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,3,Second,31,Ah. 7.6. Nothing to worry about there. Steel and ROM wouldn't put a large enough dent in that.,0,1,0,0,0,0,0,0,0,1
1493,1493,1493,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,3,Second,31,That would also be good. Maybe for a fifth we could do the steel and nonsteel?,0,1,0,0,0,0,0,0,0,1
1494,1494,1494,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,3,Second,31,Ah. 7.6. Nothing to worry about there. Steel and ROM wouldn't put a large enough dent in that.,0,1,0,0,0,0,0,0,0,1
1495,1495,1495,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,3,Second,31,That would also be good. Maybe for a fifth we could do the steel and nonsteel?,0,1,0,0,0,0,0,0,0,1
1496,1496,1496,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:09,12,3,Second,31,What is the minimum recharge interval needed in our designs?,0,0,1,0,0,0,0,0,0,1
1497,1497,1497,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,3,Second,31,Minimum recharge is 5.9 hours.,0,0,1,0,0,0,0,0,0,1
1498,1498,1498,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,3,Second,31,That one sounds good too.,0,0,0,0,0,0,0,0,1,1
1499,1499,1499,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,3,Second,31,Minimum recharge is 5.9 hours.,0,0,1,0,0,0,0,0,0,1
1500,1500,1500,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,3,Second,31,That one sounds good too.,0,0,0,0,0,0,0,0,1,1
1501,1501,1501,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:10,12,3,Second,31,"I also have another prototype with 560N, 260deg/sec, 6.65hours, $13,460, and 202 safety",0,0,1,0,0,0,0,0,0,1
1502,1502,1502,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:11,12,3,Second,31,But we don't need to actually test it if we know what it is already and don't want to make any specific changes.,0,0,0,0,0,0,0,0,1,1
1503,1503,1503,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:11,12,3,Second,31,But we don't need to actually test it if we know what it is already and don't want to make any specific changes.,0,0,0,0,0,0,0,0,1,1
1504,1504,1504,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:11,12,3,Second,31,"So for our final 5 prototypes: Amalia's with higher ROM and steel, Brandon's with ROM 4, Margaret's, and my 2 prototypes?",0,1,0,0,0,0,0,0,0,1
1505,1505,1505,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:11,12,3,Second,31,What about the safety rating isn't that pretty high?,0,0,1,0,0,0,0,0,0,1
1506,1506,1506,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:11,12,3,Second,31,We should create our redds so we can put them in a batch.,0,0,0,0,0,0,0,0,1,1
1507,1507,1507,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:12,12,3,Second,31,Sounds good to me.,0,0,0,0,0,0,0,0,1,1
1508,1508,1508,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:12,12,3,Second,31,"I'm thinking any designs that are already good should be put in REDD but not be submitted as the team batch, so that we can actually test something by submitting it?",0,0,0,0,0,0,0,0,1,1
1509,1509,1509,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:12,12,3,Second,31,"I'm thinking any designs that are already good should be put in REDD but not be submitted as the team batch, so that we can actually test something by submitting it?",0,0,0,0,0,0,0,0,1,1
1510,1510,1510,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:14,12,3,Second,31,"Unless we want specific changes to Carl's or Maggie's, they should be put into REDD but not submitted. Is there anything to change about those three?",0,0,0,0,0,0,0,0,1,1
1511,1511,1511,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:14,12,3,Second,31,"Unless we want specific changes to Carl's or Maggie's, they should be put into REDD but not submitted. Is there anything to change about those three?",0,0,0,0,0,0,0,0,1,1
1512,1512,1512,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:14,12,3,Second,31,I say we just put all of the prototypes I mentioned into a batch. I think we,0,0,0,0,0,0,0,0,1,1
1513,1513,1513,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:14,12,3,Second,31,'re ready to go,0,0,0,0,0,0,0,0,1,1
1514,1514,1514,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:15,12,3,Second,31,"Nassim said not to test ones that are already tested. I agree completely, as long as we know what those ones are and how they did on their attributes.",0,0,0,0,0,0,0,0,1,1
1515,1515,1515,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:15,12,3,Second,31,"Nassim said not to test ones that are already tested. I agree completely, as long as we know what those ones are and how they did on their attributes.",0,0,0,0,0,0,0,0,1,1
1516,1516,1516,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:16,12,3,Second,31,So we are submitting all the designs suggested except Margaret's and Carl's,0,0,0,0,0,0,0,0,1,1
1517,1517,1517,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,3,Second,31,"Does anyone have a prototype that was close, but maybe two attributes were off that can be adjusted by changing one component?",0,0,0,0,0,0,0,0,1,1
1518,1518,1518,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,3,Second,31,"Does anyone have a prototype that was close, but maybe two attributes were off that can be adjusted by changing one component?",0,0,0,0,0,0,0,0,1,1
1519,1519,1519,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:17,12,3,Second,31,Yes,0,0,0,0,0,0,0,0,1,1
1520,1520,1520,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:19,12,3,Second,31,All of my prototypes basically just need to get a higher ROM and material change...,0,1,0,0,0,0,0,0,0,1
1521,1521,1521,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:19,12,3,Second,31,"Aluminum material, LiPo, ROM4*, Piezoelectric. I tried ROM3 but the agility was a little low",0,1,0,0,0,0,0,0,0,1
1522,1522,1522,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:20,12,3,Second,31,Ok so we could throw in some more of Amelia's prototypes,0,0,0,0,0,0,0,0,1,1
1523,1523,1523,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,3,Second,31,"There's one with a payload of 492N, 278 agility, 6.53 recharge, $14390 (due to control type) and safety of 175",0,0,1,0,0,0,0,0,0,1
1524,1524,1524,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,3,Second,31,Sounds good.,0,0,0,0,0,0,0,0,1,1
1525,1525,1525,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,3,Second,31,Sounds good.,0,0,0,0,0,0,0,0,1,1
1526,1526,1526,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:21,12,3,Second,31,"Brandon, give Amelia the components for your suggested prototype, then we'll throw in the one I mentioned and she'll make a batch",0,0,0,0,0,0,0,0,1,1
1527,1527,1527,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,3,Second,31,"Payload and safety needs to go up, otherwise it's not bad",0,0,1,0,0,0,0,0,0,1
1528,1528,1528,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,3,Second,31,"Okay, just leave me the messge, I have to get to class. But I'll make a batch today.",0,0,0,0,0,0,0,0,1,1
1529,1529,1529,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:22,12,3,Second,31,"Thank you, Amalia",0,0,0,0,0,0,0,0,1,1
1530,1530,1530,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:23,12,3,Second,31,No problem!,0,0,0,0,0,0,0,0,1,1
1531,1531,1531,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:23,12,3,Second,31,I entered my new one. @Amalia: Thank you!,0,0,0,0,0,0,0,0,1,1
1532,1532,1532,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:23,12,3,Second,31,I entered my new one. @Amalia: Thank you!,0,0,0,0,0,0,0,0,1,1
1533,1533,1533,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,3,Second,31,"@Brandon, Im sorry, where did you enter it?",0,0,0,0,0,0,0,0,1,1
1534,1534,1534,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,3,Second,31,@Nassim: You too.,0,0,0,0,0,0,0,0,1,1
1535,1535,1535,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,3,Second,31,"I put it in REDD as ""Brandon's v2 prototype for testing""",0,0,0,0,0,0,0,0,1,1
1536,1536,1536,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,3,Second,31,@Nassim: You too.,0,0,0,0,0,0,0,0,1,1
1537,1537,1537,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:24,12,3,Second,31,"I put it in REDD as ""Brandon's v2 prototype for testing""",0,0,0,0,0,0,0,0,1,1
1538,1538,1538,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,3,Second,31,"Oh okay! I see it, thanks!",0,0,0,0,0,0,0,0,1,1
1539,1539,1539,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,3,Second,31,"Electric, Piezoelectric, PFC, Steel, ROM 4",0,0,0,0,0,0,1,0,0,1
1540,1540,1540,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,3,Second,31,"Electric, Piezoelectric, PFC, Steel, ROM 4",0,1,0,0,0,0,0,0,0,1
1541,1541,1541,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/17/2013 10:25,12,3,Second,31,"Ok, thanks guys, I gotta go!",0,0,0,0,0,0,0,0,1,1
1542,1542,1542,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:27,12,3,Second,31,"@Amalia: The power source on that one could be changed to NiCd or LiPo possibly? That's the most direct payload up, safety down (RPN up) change I can think of.",0,0,1,0,0,0,0,0,0,1
1543,1543,1543,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:27,12,3,Second,31,"@Amalia: The power source on that one could be changed to NiCd or LiPo possibly? That's the most direct payload up, safety down (RPN up) change I can think of.",0,1,0,0,0,0,0,0,0,1
1544,1544,1544,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:28,12,3,Second,31,"I'm headed out. I'll check back in the middle of the day around 3:00 and in the evening, as well as other days.",0,0,0,0,0,0,0,0,1,1
1545,1545,1545,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/17/2013 10:28,12,3,Second,31,"I'm headed out. I'll check back in the middle of the day around 3:00 and in the evening, as well as other days.",0,0,0,0,0,0,0,0,1,1
1546,1546,1546,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/19/2013 15:37,12,3,Second,33,Did we submit our final batch for testing yet?,0,0,0,0,0,0,0,0,1,1
1547,1547,1547,fletcher l,FirstGame,6,7,1,High.Pre,Pos.Change,Pos.Change,10/19/2013 15:37,12,3,Second,33,Because I don't see it in the batches,0,0,0,0,0,0,0,0,1,1
1548,1548,1548,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/20/2013 22:41,12,3,Second,34,"I used two of mine, two of Brandon's (one with NiCd and PFC), and then Carl's. Sorry for the delay!",0,1,0,0,0,0,0,0,0,1
1549,1549,1549,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/20/2013 22:48,12,3,Second,34,Its labeled: REDD BATCH Team 2 (10/17/13),0,0,0,0,0,0,0,0,1,1
1550,1550,1550,carl b,FirstGame,7,8,1,High.Pre,Pos.Change,Pos.Change,10/22/2013 9:28,12,3,Second,36,Hi,0,0,0,0,0,0,0,0,1,1
1551,1551,1551,margaret n,FirstGame,4,7,3,Low.Pre,Pos.Change,Pos.Change,10/22/2013 9:28,12,3,Second,36,Good morning.,0,0,0,0,0,0,0,0,1,1
1552,1552,1552,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:01,14,3,Second,36,None of the new prototypes had more than two attributes better than Maggie's previous one. Hers still seems superior.,0,0,0,0,0,0,0,0,1,1
1553,1553,1553,brandon l,FirstGame,5,6,1,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:01,14,3,Second,36,None of the new prototypes had more than two attributes better than Maggie's previous one. Hers still seems superior.,0,0,0,0,0,0,0,0,1,1
1554,1554,1554,amalia x,FirstGame,5,7,1,Low.Pre,Pos.Change,Pos.Change,10/22/2013 10:02,14,3,Second,36,I agree. Maggie's has all the qualities we need.,0,0,0,0,0,0,0,0,1,1
